fpr,tpr,threshold
4.816983894582723136e-01,9.404494382022472454e-01,8.884742856025695801e-01
4.831625183016105551e-01,9.404494382022472454e-01,8.881788253784179688e-01
4.831625183016105551e-01,9.415730337078651591e-01,8.881621360778808594e-01
4.890190336749634104e-01,9.415730337078651591e-01,8.861659765243530273e-01
4.890190336749634104e-01,9.426966292134831837e-01,8.861080408096313477e-01
4.919472913616398380e-01,9.426966292134831837e-01,8.859164714813232422e-01
4.919472913616398380e-01,9.438202247191010974e-01,8.857761025428771973e-01
4.992679355783308792e-01,9.438202247191010974e-01,8.829067349433898926e-01
4.992679355783308792e-01,9.449438202247191221e-01,8.828673362731933594e-01
5.065885797950219205e-01,9.449438202247191221e-01,8.817487955093383789e-01
5.065885797950219205e-01,9.460674157303370357e-01,8.817255496978759766e-01
5.095168374816984036e-01,9.460674157303370357e-01,8.812099099159240723e-01
5.095168374816984036e-01,9.471910112359550604e-01,8.810648322105407715e-01
5.109809663250366452e-01,9.471910112359550604e-01,8.810459375381469727e-01
5.109809663250366452e-01,9.483146067415730851e-01,8.807874321937561035e-01
5.226939970717423556e-01,9.483146067415730851e-01,8.737628459930419922e-01
5.226939970717423556e-01,9.494382022471909988e-01,8.727853298187255859e-01
