fpr,tpr,threshold
2.532942898975109602e-01,7.865168539325843033e-01,9.962708353996276855e-01
2.532942898975109602e-01,7.876404494382022170e-01,9.962598085403442383e-01
2.547584187408492018e-01,7.876404494382022170e-01,9.962491989135742188e-01
2.547584187408492018e-01,7.921348314606742047e-01,9.962400197982788086e-01
2.606149341142020570e-01,7.921348314606742047e-01,9.961683750152587891e-01
2.606149341142020570e-01,7.932584269662921184e-01,9.961651563644409180e-01
2.620790629575402431e-01,7.932584269662921184e-01,9.961625337600708008e-01
2.620790629575402431e-01,7.955056179775280567e-01,9.961529374122619629e-01
2.635431918008784846e-01,7.955056179775280567e-01,9.961456656455993652e-01
2.635431918008784846e-01,8.011235955056179581e-01,9.960715770721435547e-01
2.650073206442166707e-01,8.011235955056179581e-01,9.960713982582092285e-01
2.650073206442166707e-01,8.067415730337078594e-01,9.959657192230224609e-01
2.737920937042459535e-01,8.067415730337078594e-01,9.958945512771606445e-01
2.737920937042459535e-01,8.078651685393258841e-01,9.958926439285278320e-01
2.767203513909223811e-01,8.078651685393258841e-01,9.958622455596923828e-01
2.767203513909223811e-01,8.089887640449437978e-01,9.958545565605163574e-01
2.781844802342606227e-01,8.089887640449437978e-01,9.958356618881225586e-01
2.781844802342606227e-01,8.101123595505618225e-01,9.958250522613525391e-01
2.796486090775988087e-01,8.101123595505618225e-01,9.957819581031799316e-01
2.796486090775988087e-01,8.112359550561797361e-01,9.957768917083740234e-01
2.811127379209370503e-01,8.112359550561797361e-01,9.957752227783203125e-01
2.811127379209370503e-01,8.146067415730336991e-01,9.957426786422729492e-01
2.855051244509516639e-01,8.146067415730336991e-01,9.956686496734619141e-01
2.855051244509516639e-01,8.157303370786517238e-01,9.956636428833007812e-01
2.869692532942899055e-01,8.157303370786517238e-01,9.956509470939636230e-01
2.869692532942899055e-01,8.179775280898876622e-01,9.955950975418090820e-01
2.898975109809663331e-01,8.179775280898876622e-01,9.955542087554931641e-01
2.898975109809663331e-01,8.191011235955055758e-01,9.955321550369262695e-01
2.942898975109809467e-01,8.191011235955055758e-01,9.955175518989562988e-01
2.942898975109809467e-01,8.224719101123595388e-01,9.953870773315429688e-01
2.957540263543191883e-01,8.224719101123595388e-01,9.953671097755432129e-01
2.957540263543191883e-01,8.247191011235954772e-01,9.953292012214660645e-01
2.972181551976573743e-01,8.247191011235954772e-01,9.953171014785766602e-01
2.972181551976573743e-01,8.269662921348314155e-01,9.952852725982666016e-01
3.030746705710102296e-01,8.269662921348314155e-01,9.952489733695983887e-01
3.030746705710102296e-01,8.280898876404494402e-01,9.952465891838073730e-01
3.045387994143484711e-01,8.280898876404494402e-01,9.952440261840820312e-01
3.045387994143484711e-01,8.314606741573034032e-01,9.952107667922973633e-01
